Exporter,Importer,Trade_Value_USD,Year,Flow,Exporter_Region,Importer_Region
AGO,ARE,41272674.682,2020,Export,Africa,Middle East
AGO,BEL,4502848.012,2020,Export,Africa,Europe / CIS
AGO,BRA,97289645.425,2020,Export,Africa,Americas
AGO,CAN,94893903.935,2020,Export,Africa,Americas
AGO,CHL,85813912.599,2020,Export,Africa,Americas
AGO,CHN,13177932927.526,2020,Export,Africa,Asia / Pacific
AGO,COD,572404.089,2020,Export,Africa,Africa
AGO,COG,211047.8,2020,Export,Africa,Africa
AGO,ESP,459165868.802,2020,Export,Africa,Europe / CIS
AGO,FRA,351101122.727,2020,Export,Africa,Europe / CIS
AGO,GBR,654.11,2020,Export,Africa,Europe / CIS
AGO,GRC,8756786.046,2020,Export,Africa,Europe / CIS
AGO,IDN,14606439.832,2020,Export,Africa,Asia / Pacific
AGO,IND,1602005705.744,2020,Export,Africa,Asia / Pacific
AGO,ISR,75121344.129,2020,Export,Africa,Middle East
AGO,ITA,296197726.869,2020,Export,Africa,Europe / CIS
AGO,JPN,51502569.189,2020,Export,Africa,Asia / Pacific
AGO,KOR,55636056.471,2020,Export,Africa,Asia / Pacific
AGO,KWT,46840801.079,2020,Export,Africa,Middle East
AGO,MAR,12043685.667,2020,Export,Africa,Africa
AGO,MMR,43512678.987,2020,Export,Africa,Asia / Pacific
AGO,MYS,51551785.223,2020,Export,Africa,Asia / Pacific
AGO,NLD,231732251.092,2020,Export,Africa,Europe / CIS
AGO,NOR,82249803.512,2020,Export,Africa,Europe / CIS
AGO,PAK,12366782.847,2020,Export,Africa,Asia / Pacific
AGO,PHL,12836394.755,2020,Export,Africa,Asia / Pacific
AGO,PRT,250761808.711,2020,Export,Africa,Europe / CIS
AGO,SGP,423236146.541,2020,Export,Africa,Asia / Pacific
AGO,TGO,87070089.48,2020,Export,Africa,Africa
AGO,THA,876438315.237,2020,Export,Africa,Asia / Pacific
AGO,TUR,65009151.561,2020,Export,Africa,Asia / Pacific
AGO,USA,341047087.887,2020,Export,Africa,Americas
AGO,ZAF,183727392.45,2020,Export,Africa,Africa
ARE,AGO,49970004.905,2020,Export,Middle East,Africa
ARE,ARG,5002176.436,2020,Export,Middle East,Americas
ARE,AUS,8626775.773,2020,Export,Middle East,Asia / Pacific
ARE,AZE,14765760.104,2020,Export,Middle East,Europe / CIS
ARE,BDI,1698964.385,2020,Export,Middle East,Africa
ARE,BEL,851285.456,2020,Export,Middle East,Europe / CIS
ARE,BFA,3703044.228,2020,Export,Middle East,Africa
ARE,BGD,41394373.684,2020,Export,Middle East,Asia / Pacific
ARE,BHR,156737797.401,2020,Export,Middle East,Middle East
ARE,BOL,71328.12,2020,Export,Middle East,Americas
ARE,BRA,11793497.901,2020,Export,Middle East,Americas
ARE,BRN,20460.358,2020,Export,Middle East,Asia / Pacific
ARE,BWA,239855.704,2020,Export,Middle East,Africa
ARE,CAF,499353.942,2020,Export,Middle East,Africa
ARE,CAN,2829033.126,2020,Export,Middle East,Americas
ARE,CHE,1997.863,2020,Export,Middle East,Europe / CIS
ARE,CHL,2082480.607,2020,Export,Middle East,Americas
ARE,CHN,95898815.381,2020,Export,Middle East,Asia / Pacific
ARE,CIV,25201301.223,2020,Export,Middle East,Africa
ARE,CMR,26833073.75,2020,Export,Middle East,Africa
ARE,COD,16520796.218,2020,Export,Middle East,Africa
ARE,COG,5560231.412,2020,Export,Middle East,Africa
ARE,COL,363544.441,2020,Export,Middle East,Americas
ARE,DEU,556929.783,2020,Export,Middle East,Europe / CIS
ARE,DJI,308734515.882,2020,Export,Middle East,Africa
ARE,DNK,680.735,2020,Export,Middle East,Europe / CIS
ARE,DZA,12093780.962,2020,Export,Middle East,Africa
ARE,ECU,187823.612,2020,Export,Middle East,Americas
ARE,EGY,82747497.238,2020,Export,Middle East,Africa
ARE,ERI,4644967.511,2020,Export,Middle East,Africa
ARE,ESP,2495822.876,2020,Export,Middle East,Europe / CIS
ARE,ETH,42806636.283,2020,Export,Middle East,Africa
ARE,FIN,1844.94,2020,Export,Middle East,Europe / CIS
ARE,FRA,2002145.542,2020,Export,Middle East,Europe / CIS
ARE,GAB,3567181.908,2020,Export,Middle East,Africa
ARE,GBR,1764776.494,2020,Export,Middle East,Europe / CIS
ARE,GHA,56618095.973,2020,Export,Middle East,Africa
ARE,GMB,4153800.589,2020,Export,Middle East,Africa
ARE,GNB,280524.216,2020,Export,Middle East,Africa
ARE,GNQ,1237088.369,2020,Export,Middle East,Africa
ARE,GRC,704863.453,2020,Export,Middle East,Europe / CIS
ARE,HKG,483064.976,2020,Export,Middle East,Asia / Pacific
ARE,HUN,678.737,2020,Export,Middle East,Europe / CIS
ARE,IDN,43299331.913,2020,Export,Middle East,Asia / Pacific
ARE,IND,269784275.48,2020,Export,Middle East,Asia / Pacific
ARE,IRL,45957.232,2020,Export,Middle East,Europe / CIS
ARE,IRN,10177535.418,2020,Export,Middle East,Middle East
ARE,IRQ,2401370994.912,2020,Export,Middle East,Middle East
ARE,ISR,519552.691,2020,Export,Middle East,Middle East
ARE,ITA,68764.684,2020,Export,Middle East,Europe / CIS
ARE,JOR,12453610.734,2020,Export,Middle East,Middle East
ARE,JPN,146452108.522,2020,Export,Middle East,Asia / Pacific
ARE,KAZ,518252.933,2020,Export,Middle East,Asia / Pacific
ARE,KEN,305446407.051,2020,Export,Middle East,Africa
ARE,KHM,13880404.317,2020,Export,Middle East,Asia / Pacific
ARE,KOR,118516382.328,2020,Export,Middle East,Asia / Pacific
ARE,KWT,121565630.031,2020,Export,Middle East,Middle East
ARE,LAO,9345.106,2020,Export,Middle East,Asia / Pacific
ARE,LBN,20097659.717,2020,Export,Middle East,Middle East
ARE,LBR,5765894.955,2020,Export,Middle East,Africa
ARE,LBY,9628651.474,2020,Export,Middle East,Africa
ARE,LKA,17358848.913,2020,Export,Middle East,Asia / Pacific
ARE,LTU,328768.272,2020,Export,Middle East,Europe / CIS
ARE,LVA,18733.235,2020,Export,Middle East,Europe / CIS
ARE,MAR,6585701.683,2020,Export,Middle East,Africa
ARE,MEX,268091.848,2020,Export,Middle East,Americas
ARE,MLI,12638878.774,2020,Export,Middle East,Africa
ARE,MMR,25266419.039,2020,Export,Middle East,Asia / Pacific
ARE,MNG,312961.877,2020,Export,Middle East,Asia / Pacific
ARE,MRT,5280455.171,2020,Export,Middle East,Africa
ARE,MWI,2256516.36,2020,Export,Middle East,Africa
ARE,MYS,155415949.758,2020,Export,Middle East,Asia / Pacific
ARE,NAM,713537.159,2020,Export,Middle East,Africa
ARE,NER,1560999.685,2020,Export,Middle East,Africa
ARE,NGA,75739869.102,2020,Export,Middle East,Africa
ARE,NLD,70432694.765,2020,Export,Middle East,Europe / CIS
ARE,NOR,22623247.704,2020,Export,Middle East,Europe / CIS
ARE,NPL,2143072.163,2020,Export,Middle East,Asia / Pacific
ARE,NZL,382664.021,2020,Export,Middle East,Asia / Pacific
ARE,OMN,248867615.669,2020,Export,Middle East,Middle East
ARE,PAK,508648362.787,2020,Export,Middle East,Asia / Pacific
ARE,PER,2199817.205,2020,Export,Middle East,Americas
ARE,PHL,23090646.057,2020,Export,Middle East,Asia / Pacific
ARE,POL,43964.491,2020,Export,Middle East,Europe / CIS
ARE,PRT,107348.681,2020,Export,Middle East,Europe / CIS
ARE,PSE,282585.183,2020,Export,Middle East,Middle East
ARE,QAT,225298.317,2020,Export,Middle East,Middle East
ARE,ROU,51320.17,2020,Export,Middle East,Europe / CIS
ARE,RUS,1825733.465,2020,Export,Middle East,Europe / CIS
ARE,RWA,2473320.457,2020,Export,Middle East,Africa
ARE,SAU,132824492.314,2020,Export,Middle East,Middle East
ARE,SDN,63812341.564,2020,Export,Middle East,Africa
ARE,SEN,37279374.952,2020,Export,Middle East,Africa
ARE,SGP,17459811.394,2020,Export,Middle East,Asia / Pacific
ARE,SLE,2368985.515,2020,Export,Middle East,Africa
ARE,SOM,31703901.894,2020,Export,Middle East,Africa
ARE,SRB,1133.716,2020,Export,Middle East,Europe / CIS
ARE,SWE,32209.255,2020,Export,Middle East,Europe / CIS
ARE,SWZ,1541.359,2020,Export,Middle East,Africa
ARE,SYR,6904786.256,2020,Export,Middle East,Middle East
ARE,TCD,11366853.735,2020,Export,Middle East,Africa
ARE,TGO,15571421.237,2020,Export,Middle East,Africa
ARE,THA,5772918.591,2020,Export,Middle East,Asia / Pacific
ARE,TTO,157678.701,2020,Export,Middle East,Americas
ARE,TUN,1312916.478,2020,Export,Middle East,Africa
ARE,TUR,12735682.507,2020,Export,Middle East,Asia / Pacific
ARE,TZA,138783812.556,2020,Export,Middle East,Africa
ARE,UGA,5753326.469,2020,Export,Middle East,Africa
ARE,UKR,836178.519,2020,Export,Middle East,Europe / CIS
ARE,USA,5313284.965,2020,Export,Middle East,Americas
ARE,VEN,6638149.491,2020,Export,Middle East,Americas
ARE,VNM,15482053.437,2020,Export,Middle East,Asia / Pacific
ARE,YEM,79679777.982,2020,Export,Middle East,Middle East
ARE,ZAF,124127792.679,2020,Export,Middle East,Africa
ARE,ZMB,780009.564,2020,Export,Middle East,Africa
ARE,ZWE,2474810.94,2020,Export,Middle East,Africa
ARG,BOL,9514596.15,2020,Export,Americas,Americas
ARG,BRA,645531541.99,2020,Export,Americas,Americas
ARG,CHL,417596935.97,2020,Export,Americas,Americas
ARG,CHN,62687485.19,2020,Export,Americas,Asia / Pacific
ARG,COL,1369388.23,2020,Export,Americas,Americas
ARG,ECU,23488020.89,2020,Export,Americas,Americas
ARG,EGY,4760859.44,2020,Export,Americas,Africa
ARG,FRA,40812719.14,2020,Export,Americas,Europe / CIS
ARG,NLD,210695512.54,2020,Export,Americas,Europe / CIS
ARG,PER,3219681.42,2020,Export,Americas,Americas
ARG,SGP,28760489.4,2020,Export,Americas,Asia / Pacific
ARG,TGO,6150771.22,2020,Export,Americas,Africa
ARG,USA,386687413.07,2020,Export,Americas,Americas
AUS,ARE,73231039.192,2020,Export,Asia / Pacific,Middle East
AUS,ARG,26484561.569,2020,Export,Asia / Pacific,Americas
AUS,BEL,79626071.023,2020,Export,Asia / Pacific,Europe / CIS
AUS,BGD,4305245.193,2020,Export,Asia / Pacific,Asia / Pacific
AUS,BGR,2268.965,2020,Export,Asia / Pacific,Europe / CIS
AUS,BRA,359946763.651,2020,Export,Asia / Pacific,Americas
AUS,BRN,59323063.78,2020,Export,Asia / Pacific,Asia / Pacific
AUS,CAN,5025.858,2020,Export,Asia / Pacific,Americas
AUS,CHL,155663869.962,2020,Export,Asia / Pacific,Americas
AUS,CHN,6650009496.174,2020,Export,Asia / Pacific,Asia / Pacific
AUS,CIV,43199.807,2020,Export,Asia / Pacific,Africa
AUS,COL,42892.186,2020,Export,Asia / Pacific,Americas
AUS,DEU,71257426.06,2020,Export,Asia / Pacific,Europe / CIS
AUS,DNK,9126.1,2020,Export,Asia / Pacific,Europe / CIS
AUS,EGY,81737.121,2020,Export,Asia / Pacific,Africa
AUS,ESP,30633963.18,2020,Export,Asia / Pacific,Europe / CIS
AUS,FIN,5560837.103,2020,Export,Asia / Pacific,Europe / CIS
AUS,FRA,236149409.524,2020,Export,Asia / Pacific,Europe / CIS
AUS,GBR,56575025.987,2020,Export,Asia / Pacific,Europe / CIS
AUS,GHA,25044.643,2020,Export,Asia / Pacific,Africa
AUS,GRC,40561.972,2020,Export,Asia / Pacific,Europe / CIS
AUS,HKG,6801014.912,2020,Export,Asia / Pacific,Asia / Pacific
AUS,IDN,842075152.338,2020,Export,Asia / Pacific,Asia / Pacific
AUS,IND,5027779524.208,2020,Export,Asia / Pacific,Asia / Pacific
AUS,ISR,1889.772,2020,Export,Asia / Pacific,Middle East
AUS,ITA,57357621.538,2020,Export,Asia / Pacific,Europe / CIS
AUS,JPN,8191519617.469,2020,Export,Asia / Pacific,Asia / Pacific
AUS,KHM,19314932.342,2020,Export,Asia / Pacific,Asia / Pacific
AUS,KOR,3347694535.225,2020,Export,Asia / Pacific,Asia / Pacific
AUS,KWT,7544.637,2020,Export,Asia / Pacific,Middle East
AUS,LAO,13065.304,2020,Export,Asia / Pacific,Asia / Pacific
AUS,LKA,13068.745,2020,Export,Asia / Pacific,Asia / Pacific
AUS,MLI,12432755.635,2020,Export,Asia / Pacific,Africa
AUS,MMR,13123198.984,2020,Export,Asia / Pacific,Asia / Pacific
AUS,MNG,21516.288,2020,Export,Asia / Pacific,Asia / Pacific
AUS,MRT,35827.218,2020,Export,Asia / Pacific,Africa
AUS,MYS,1081944199.956,2020,Export,Asia / Pacific,Asia / Pacific
AUS,NGA,1158.225,2020,Export,Asia / Pacific,Africa
AUS,NLD,679565105.625,2020,Export,Asia / Pacific,Europe / CIS
AUS,NPL,1598159.576,2020,Export,Asia / Pacific,Asia / Pacific
AUS,NZL,56852666.282,2020,Export,Asia / Pacific,Asia / Pacific
AUS,PAK,51637149.609,2020,Export,Asia / Pacific,Asia / Pacific
AUS,PHL,21345295.072,2020,Export,Asia / Pacific,Asia / Pacific
AUS,POL,148199739.073,2020,Export,Asia / Pacific,Europe / CIS
AUS,QAT,66891.467,2020,Export,Asia / Pacific,Middle East
AUS,RUS,76135.247,2020,Export,Asia / Pacific,Europe / CIS
AUS,SAU,26133.361,2020,Export,Asia / Pacific,Middle East
AUS,SEN,11455.626,2020,Export,Asia / Pacific,Africa
AUS,SGP,876320798.482,2020,Export,Asia / Pacific,Asia / Pacific
AUS,SVN,31157125.903,2020,Export,Asia / Pacific,Europe / CIS
AUS,SWE,146905318.744,2020,Export,Asia / Pacific,Europe / CIS
AUS,THA,540575075.078,2020,Export,Asia / Pacific,Asia / Pacific
AUS,TUR,78640358.681,2020,Export,Asia / Pacific,Asia / Pacific
AUS,TZA,2728707.199,2020,Export,Asia / Pacific,Africa
AUS,USA,1524313.251,2020,Export,Asia / Pacific,Americas
AUS,VNM,1439447274.798,2020,Export,Asia / Pacific,Asia / Pacific
AUS,ZAF,102871987.636,2020,Export,Asia / Pacific,Africa
AUT,AGO,47.993,2020,Export,Europe / CIS,Africa
AUT,ARE,429226.015,2020,Export,Europe / CIS,Middle East
AUT,ARG,8335.895,2020,Export,Europe / CIS,Americas
AUT,AUS,374535.918,2020,Export,Europe / CIS,Asia / Pacific
AUT,AZE,88702.147,2020,Export,Europe / CIS,Europe / CIS
AUT,BEL,3031167.835,2020,Export,Europe / CIS,Europe / CIS
AUT,BFA,1826.012,2020,Export,Europe / CIS,Africa
AUT,BGD,12006.202,2020,Export,Europe / CIS,Asia / Pacific
AUT,BGR,3344340.37,2020,Export,Europe / CIS,Europe / CIS
AUT,BHR,342.806,2020,Export,Europe / CIS,Middle East
AUT,BLR,284671.66,2020,Export,Europe / CIS,Europe / CIS
AUT,BOL,35432.409,2020,Export,Europe / CIS,Americas
AUT,BRA,9841.955,2020,Export,Europe / CIS,Americas
AUT,CAN,52016.211,2020,Export,Europe / CIS,Americas
AUT,CHE,290081877.032,2020,Export,Europe / CIS,Europe / CIS
AUT,CHL,1573.479,2020,Export,Europe / CIS,Americas
AUT,CHN,3683583.287,2020,Export,Europe / CIS,Asia / Pacific
AUT,CIV,1322.088,2020,Export,Europe / CIS,Africa
AUT,CMR,4503.326,2020,Export,Europe / CIS,Africa
AUT,COG,121.125,2020,Export,Europe / CIS,Africa
AUT,COL,9985.933,2020,Export,Europe / CIS,Americas
AUT,CZE,161789081.549,2020,Export,Europe / CIS,Europe / CIS
AUT,DEU,551246566.334,2020,Export,Europe / CIS,Europe / CIS
AUT,DNK,2723132.817,2020,Export,Europe / CIS,Europe / CIS
AUT,DZA,271.959,2020,Export,Europe / CIS,Africa
AUT,ECU,3.428,2020,Export,Europe / CIS,Americas
AUT,EGY,266128.151,2020,Export,Europe / CIS,Africa
AUT,ERI,70.847,2020,Export,Europe / CIS,Africa
AUT,ESP,704021.439,2020,Export,Europe / CIS,Europe / CIS
AUT,EST,305609.096,2020,Export,Europe / CIS,Europe / CIS
AUT,ETH,707.323,2020,Export,Europe / CIS,Africa
AUT,FIN,550662.688,2020,Export,Europe / CIS,Europe / CIS
AUT,FRA,2677975.007,2020,Export,Europe / CIS,Europe / CIS
AUT,GAB,308.525,2020,Export,Europe / CIS,Africa
AUT,GBR,5772927.577,2020,Export,Europe / CIS,Europe / CIS
AUT,GHA,287.957,2020,Export,Europe / CIS,Africa
AUT,GMB,109.698,2020,Export,Europe / CIS,Africa
AUT,GRC,1144560.045,2020,Export,Europe / CIS,Europe / CIS
AUT,HKG,75526.976,2020,Export,Europe / CIS,Asia / Pacific
AUT,HRV,9114944.866,2020,Export,Europe / CIS,Europe / CIS
AUT,HUN,845697039.509,2020,Export,Europe / CIS,Europe / CIS
AUT,IDN,2534.478,2020,Export,Europe / CIS,Asia / Pacific
AUT,IND,130541.596,2020,Export,Europe / CIS,Asia / Pacific
AUT,IRL,250185.395,2020,Export,Europe / CIS,Europe / CIS
AUT,IRN,626254.798,2020,Export,Europe / CIS,Middle East
AUT,IRQ,4218.797,2020,Export,Europe / CIS,Middle East
AUT,ISR,32386.008,2020,Export,Europe / CIS,Middle East
AUT,ITA,209693393.053,2020,Export,Europe / CIS,Europe / CIS
AUT,JOR,182305.274,2020,Export,Europe / CIS,Middle East
AUT,JPN,86732.156,2020,Export,Europe / CIS,Asia / Pacific
AUT,KAZ,11885.078,2020,Export,Europe / CIS,Asia / Pacific
AUT,KEN,92051.359,2020,Export,Europe / CIS,Africa
AUT,KOR,132671.563,2020,Export,Europe / CIS,Asia / Pacific
AUT,KWT,2583.613,2020,Export,Europe / CIS,Middle East
AUT,LBN,5577.451,2020,Export,Europe / CIS,Middle East
AUT,LBY,109.698,2020,Export,Europe / CIS,Africa
AUT,LTU,666927.565,2020,Export,Europe / CIS,Europe / CIS
AUT,LVA,60240.123,2020,Export,Europe / CIS,Europe / CIS
AUT,MAC,98.271,2020,Export,Europe / CIS,Asia / Pacific
AUT,MAR,195322.753,2020,Export,Europe / CIS,Africa
AUT,MEX,205715.482,2020,Export,Europe / CIS,Americas
AUT,MNG,1144.971,2020,Export,Europe / CIS,Asia / Pacific
AUT,MYS,105436.784,2020,Export,Europe / CIS,Asia / Pacific
AUT,NAM,2766.443,2020,Export,Europe / CIS,Africa
AUT,NER,25.139,2020,Export,Europe / CIS,Africa
AUT,NGA,25652.159,2020,Export,Europe / CIS,Africa
AUT,NLD,1771170.218,2020,Export,Europe / CIS,Europe / CIS
AUT,NOR,207796.314,2020,Export,Europe / CIS,Europe / CIS
AUT,NZL,81185.558,2020,Export,Europe / CIS,Asia / Pacific
AUT,OMN,190.829,2020,Export,Europe / CIS,Middle East
AUT,PAK,15886.764,2020,Export,Europe / CIS,Asia / Pacific
AUT,PHL,1253.527,2020,Export,Europe / CIS,Asia / Pacific
AUT,POL,4501675.645,2020,Export,Europe / CIS,Europe / CIS
AUT,PRT,549955.365,2020,Export,Europe / CIS,Europe / CIS
AUT,PSE,57615.373,2020,Export,Europe / CIS,Middle East
AUT,QAT,3477.194,2020,Export,Europe / CIS,Middle East
AUT,ROU,27092375.258,2020,Export,Europe / CIS,Europe / CIS
AUT,RUS,3073393.512,2020,Export,Europe / CIS,Europe / CIS
AUT,RWA,2468.202,2020,Export,Europe / CIS,Africa
AUT,SAU,18925.166,2020,Export,Europe / CIS,Middle East
AUT,SDN,122.267,2020,Export,Europe / CIS,Africa
AUT,SGP,79718.349,2020,Export,Europe / CIS,Asia / Pacific
AUT,SRB,4905191.224,2020,Export,Europe / CIS,Europe / CIS
AUT,SVK,180397019.816,2020,Export,Europe / CIS,Europe / CIS
AUT,SVN,399203320.326,2020,Export,Europe / CIS,Europe / CIS
AUT,SWE,250301.949,2020,Export,Europe / CIS,Europe / CIS
AUT,TGO,390307.271,2020,Export,Europe / CIS,Africa
AUT,THA,101501.373,2020,Export,Europe / CIS,Asia / Pacific
AUT,TUN,4525.037,2020,Export,Europe / CIS,Africa
AUT,TUR,1182808.032,2020,Export,Europe / CIS,Asia / Pacific
AUT,TZA,3589.177,2020,Export,Europe / CIS,Africa
AUT,UGA,114.269,2020,Export,Europe / CIS,Africa
AUT,UKR,193015.67,2020,Export,Europe / CIS,Europe / CIS
AUT,USA,3989060.974,2020,Export,Europe / CIS,Americas
AUT,VEN,814.735,2020,Export,Europe / CIS,Americas
AUT,VNM,154824.817,2020,Export,Europe / CIS,Asia / Pacific
AUT,YEM,53077.767,2020,Export,Europe / CIS,Middle East
AUT,ZAF,36064.314,2020,Export,Europe / CIS,Africa
AUT,ZMB,108.555,2020,Export,Europe / CIS,Africa
AZE,ARE,3327926.52,2020,Export,Europe / CIS,Middle East
AZE,AUS,70438135.76,2020,Export,Europe / CIS,Asia / Pacific
AZE,AUT,125902217.93,2020,Export,Europe / CIS,Europe / CIS
AZE,BEL,15100.0,2020,Export,Europe / CIS,Europe / CIS
AZE,BGD,11790.75,2020,Export,Europe / CIS,Asia / Pacific
AZE,BGR,4644.0,2020,Export,Europe / CIS,Europe / CIS
AZE,BHR,20103.55,2020,Export,Europe / CIS,Middle East
AZE,BLR,147032878.34,2020,Export,Europe / CIS,Europe / CIS
AZE,CAN,15841.84,2020,Export,Europe / CIS,Americas
AZE,CHE,10488.5,2020,Export,Europe / CIS,Europe / CIS
AZE,CHN,388291544.74,2020,Export,Europe / CIS,Asia / Pacific
AZE,CZE,217705354.34,2020,Export,Europe / CIS,Europe / CIS
AZE,DEU,214825619.42,2020,Export,Europe / CIS,Europe / CIS
AZE,DNK,49574218.1,2020,Export,Europe / CIS,Europe / CIS
AZE,ESP,327660053.27,2020,Export,Europe / CIS,Europe / CIS
AZE,EST,76567.18,2020,Export,Europe / CIS,Europe / CIS
AZE,FIN,4033.25,2020,Export,Europe / CIS,Europe / CIS
AZE,FRA,105933170.85,2020,Export,Europe / CIS,Europe / CIS
AZE,GBR,150161234.87,2020,Export,Europe / CIS,Europe / CIS
AZE,GRC,516637892.49,2020,Export,Europe / CIS,Europe / CIS
AZE,HRV,470782613.38,2020,Export,Europe / CIS,Europe / CIS
AZE,HUN,251853.8,2020,Export,Europe / CIS,Europe / CIS
AZE,IND,453247142.09,2020,Export,Europe / CIS,Asia / Pacific
AZE,IRN,19698383.69,2020,Export,Europe / CIS,Middle East
AZE,IRQ,1502904.81,2020,Export,Europe / CIS,Middle East
AZE,ISR,434606508.97,2020,Export,Europe / CIS,Middle East
AZE,ITA,4133064321.06,2020,Export,Europe / CIS,Europe / CIS
AZE,KAZ,332249.93,2020,Export,Europe / CIS,Asia / Pacific
AZE,KWT,18137.0,2020,Export,Europe / CIS,Middle East
AZE,LBN,596033.07,2020,Export,Europe / CIS,Middle East
AZE,LBY,7430080.0,2020,Export,Europe / CIS,Africa
AZE,LTU,3071.35,2020,Export,Europe / CIS,Europe / CIS
AZE,LVA,534313.62,2020,Export,Europe / CIS,Europe / CIS
AZE,MNG,1907.2,2020,Export,Europe / CIS,Asia / Pacific
AZE,MYS,59918344.65,2020,Export,Europe / CIS,Asia / Pacific
AZE,NLD,5224.28,2020,Export,Europe / CIS,Europe / CIS
AZE,NOR,10857.6,2020,Export,Europe / CIS,Europe / CIS
AZE,NZL,6994.9,2020,Export,Europe / CIS,Asia / Pacific
AZE,PAK,421950.25,2020,Export,Europe / CIS,Asia / Pacific
AZE,POL,7277.47,2020,Export,Europe / CIS,Europe / CIS
AZE,PRT,239768829.07,2020,Export,Europe / CIS,Europe / CIS
AZE,QAT,560105.9,2020,Export,Europe / CIS,Middle East
AZE,ROU,95136467.56,2020,Export,Europe / CIS,Europe / CIS
AZE,RUS,30156692.89,2020,Export,Europe / CIS,Europe / CIS
AZE,SGP,47646387.5,2020,Export,Europe / CIS,Asia / Pacific
AZE,SRB,6345.6,2020,Export,Europe / CIS,Europe / CIS
AZE,SVK,5884.19,2020,Export,Europe / CIS,Europe / CIS
AZE,THA,129593336.14,2020,Export,Europe / CIS,Asia / Pacific
AZE,TUN,312287666.2,2020,Export,Europe / CIS,Africa
AZE,TUR,2258516267.17,2020,Export,Europe / CIS,Asia / Pacific
AZE,UKR,310607259.88,2020,Export,Europe / CIS,Europe / CIS
AZE,USA,172243.15,2020,Export,Europe / CIS,Americas
AZE,VNM,174470622.79,2020,Export,Europe / CIS,Asia / Pacific
BDI,AGO,18382.25,2020,Export,Africa,Africa
BDI,ARE,177650.858,2020,Export,Africa,Middle East
BDI,BEL,74625.605,2020,Export,Africa,Europe / CIS
BDI,CHE,1921.883,2020,Export,Africa,Europe / CIS
BDI,COD,204817.757,2020,Export,Africa,Africa
BDI,COG,4035.955,2020,Export,Africa,Africa
BDI,DEU,6364.826,2020,Export,Africa,Europe / CIS
BDI,DZA,15804.665,2020,Export,Africa,Africa
BDI,EGY,42722.339,2020,Export,Africa,Africa
BDI,ETH,706006.161,2020,Export,Africa,Africa
BDI,GAB,7992.774,2020,Export,Africa,Africa
BDI,GBR,6387.436,2020,Export,Africa,Europe / CIS
BDI,GHA,9462.45,2020,Export,Africa,Africa
BDI,GNQ,5268.222,2020,Export,Africa,Africa
BDI,KEN,1146437.417,2020,Export,Africa,Africa
BDI,NGA,13283.606,2020,Export,Africa,Africa
BDI,PAK,203346.578,2020,Export,Africa,Asia / Pacific
BDI,PHL,1390.539,2020,Export,Africa,Asia / Pacific
BDI,RUS,7472.735,2020,Export,Africa,Europe / CIS
BDI,TUN,29868.33,2020,Export,Africa,Africa
BDI,TZA,22282.543,2020,Export,Africa,Africa
BDI,UGA,610.481,2020,Export,Africa,Africa
BDI,USA,58120.018,2020,Export,Africa,Americas
BDI,ZAF,217625.042,2020,Export,Africa,Africa
BDI,ZMB,5765.65,2020,Export,Africa,Africa
BEL,AGO,66210412.146,2020,Export,Europe / CIS,Africa
BEL,ARE,13185297.524,2020,Export,Europe / CIS,Middle East
BEL,ARG,28582628.887,2020,Export,Europe / CIS,Americas
BEL,AUS,10214411.154,2020,Export,Europe / CIS,Asia / Pacific
BEL,AUT,37913993.385,2020,Export,Europe / CIS,Europe / CIS
BEL,AZE,2707765.165,2020,Export,Europe / CIS,Europe / CIS
BEL,BDI,81805.928,2020,Export,Europe / CIS,Africa
BEL,BFA,650048.929,2020,Export,Europe / CIS,Africa
BEL,BGD,940951.642,2020,Export,Europe / CIS,Asia / Pacific
BEL,BGR,9664320.777,2020,Export,Europe / CIS,Europe / CIS
BEL,BHR,2085053.841,2020,Export,Europe / CIS,Middle East
BEL,BLR,4597290.517,2020,Export,Europe / CIS,Europe / CIS
BEL,BOL,99014.595,2020,Export,Europe / CIS,Americas
BEL,BRA,30811041.004,2020,Export,Europe / CIS,Americas
BEL,BRN,81486.433,2020,Export,Europe / CIS,Asia / Pacific
BEL,CAF,2915.09,2020,Export,Europe / CIS,Africa
BEL,CAN,82038162.401,2020,Export,Europe / CIS,Americas
BEL,CHE,212560583.154,2020,Export,Europe / CIS,Europe / CIS
BEL,CHL,3787509.235,2020,Export,Europe / CIS,Americas
BEL,CHN,22974511.461,2020,Export,Europe / CIS,Asia / Pacific
BEL,CIV,42927013.445,2020,Export,Europe / CIS,Africa
BEL,CMR,8512104.874,2020,Export,Europe / CIS,Africa
BEL,COD,23284027.433,2020,Export,Europe / CIS,Africa
BEL,COG,857004.69,2020,Export,Europe / CIS,Africa
BEL,COL,2282913.633,2020,Export,Europe / CIS,Americas
BEL,CZE,16398411.833,2020,Export,Europe / CIS,Europe / CIS
BEL,DEU,1822808906.738,2020,Export,Europe / CIS,Europe / CIS
BEL,DJI,29617.531,2020,Export,Europe / CIS,Africa
BEL,DNK,74120568.192,2020,Export,Europe / CIS,Europe / CIS
BEL,DZA,10889542.822,2020,Export,Europe / CIS,Africa
BEL,ECU,8902171.124,2020,Export,Europe / CIS,Americas
BEL,EGY,28666724.792,2020,Export,Europe / CIS,Africa
BEL,ESP,121502287.247,2020,Export,Europe / CIS,Europe / CIS
