Exporter,Importer,Trade_Value_USD,Year,Flow,Exporter_Region,Importer_Region
CHN,NLD,482551755.0,2020,Export,Asia / Pacific,Europe / CIS
CHN,NOR,34454489.0,2020,Export,Asia / Pacific,Europe / CIS
CHN,NPL,209494.0,2020,Export,Asia / Pacific,Asia / Pacific
CHN,NZL,23677258.0,2020,Export,Asia / Pacific,Asia / Pacific
CHN,OMN,31594086.0,2020,Export,Asia / Pacific,Middle East
CHN,PAK,177942292.0,2020,Export,Asia / Pacific,Asia / Pacific
CHN,PER,21570082.0,2020,Export,Asia / Pacific,Americas
CHN,PHL,2821594131.0,2020,Export,Asia / Pacific,Asia / Pacific
CHN,POL,24625562.0,2020,Export,Asia / Pacific,Europe / CIS
CHN,PRT,71147875.0,2020,Export,Asia / Pacific,Europe / CIS
CHN,QAT,43714203.0,2020,Export,Asia / Pacific,Middle East
CHN,ROU,368744.0,2020,Export,Asia / Pacific,Europe / CIS
CHN,RUS,114216242.0,2020,Export,Asia / Pacific,Europe / CIS
CHN,RWA,6.0,2020,Export,Asia / Pacific,Africa
CHN,SAU,70667116.0,2020,Export,Asia / Pacific,Middle East
CHN,SDN,594434.0,2020,Export,Asia / Pacific,Africa
CHN,SEN,491357.0,2020,Export,Asia / Pacific,Africa
CHN,SGP,5243465190.0,2020,Export,Asia / Pacific,Asia / Pacific
CHN,SLE,3948478.0,2020,Export,Asia / Pacific,Africa
CHN,SOM,17620.0,2020,Export,Asia / Pacific,Africa
CHN,SRB,93183.0,2020,Export,Asia / Pacific,Europe / CIS
CHN,SVK,37156.0,2020,Export,Asia / Pacific,Europe / CIS
CHN,SVN,285584.0,2020,Export,Asia / Pacific,Europe / CIS
CHN,SWE,4031197.0,2020,Export,Asia / Pacific,Europe / CIS
CHN,SWZ,1982622.0,2020,Export,Asia / Pacific,Africa
CHN,SYR,152125.0,2020,Export,Asia / Pacific,Middle East
CHN,TCD,743963.0,2020,Export,Asia / Pacific,Africa
CHN,TGO,1436337.0,2020,Export,Asia / Pacific,Africa
CHN,THA,330537801.0,2020,Export,Asia / Pacific,Asia / Pacific
CHN,TTO,2674572.0,2020,Export,Asia / Pacific,Americas
CHN,TUN,184938.0,2020,Export,Asia / Pacific,Africa
CHN,TUR,33080557.0,2020,Export,Asia / Pacific,Asia / Pacific
CHN,TZA,74308687.0,2020,Export,Asia / Pacific,Africa
CHN,UGA,1627713.0,2020,Export,Asia / Pacific,Africa
CHN,UKR,984316.0,2020,Export,Asia / Pacific,Europe / CIS
CHN,USA,301869835.0,2020,Export,Asia / Pacific,Americas
CHN,VEN,3960153.0,2020,Export,Asia / Pacific,Americas
CHN,VNM,999285673.0,2020,Export,Asia / Pacific,Asia / Pacific
CHN,YEM,108145.0,2020,Export,Asia / Pacific,Middle East
CHN,ZAF,38445801.0,2020,Export,Asia / Pacific,Africa
CHN,ZMB,298782.0,2020,Export,Asia / Pacific,Africa
CHN,ZWE,240792.0,2020,Export,Asia / Pacific,Africa
CIV,AGO,8290.48,2020,Export,Africa,Africa
CIV,AUS,6.95,2020,Export,Africa,Asia / Pacific
CIV,BEL,11725193.15,2020,Export,Africa,Europe / CIS
CIV,BFA,132591542.82,2020,Export,Africa,Africa
CIV,CAN,42815048.55,2020,Export,Africa,Americas
CIV,CHN,102109926.6,2020,Export,Africa,Asia / Pacific
CIV,CMR,10092012.83,2020,Export,Africa,Africa
CIV,COD,21.95,2020,Export,Africa,Africa
CIV,COG,5937683.98,2020,Export,Africa,Africa
CIV,DEU,27924603.63,2020,Export,Africa,Europe / CIS
CIV,DNK,45107.14,2020,Export,Africa,Europe / CIS
CIV,ECU,1460.87,2020,Export,Africa,Americas
CIV,ESP,90624617.12,2020,Export,Africa,Europe / CIS
CIV,ETH,298.39,2020,Export,Africa,Africa
CIV,FRA,31478750.17,2020,Export,Africa,Europe / CIS
CIV,GAB,117238.0,2020,Export,Africa,Africa
CIV,GBR,86770759.86,2020,Export,Africa,Europe / CIS
CIV,GHA,44560817.13,2020,Export,Africa,Africa
CIV,GNB,33856.34,2020,Export,Africa,Africa
CIV,IND,24878898.82,2020,Export,Africa,Asia / Pacific
CIV,ITA,10042.39,2020,Export,Africa,Europe / CIS
CIV,LBR,2998936.09,2020,Export,Africa,Africa
CIV,MLI,339333133.12,2020,Export,Africa,Africa
CIV,MRT,141.52,2020,Export,Africa,Africa
CIV,NAM,17358.19,2020,Export,Africa,Africa
CIV,NER,8958423.05,2020,Export,Africa,Africa
CIV,NGA,55691460.21,2020,Export,Africa,Africa
CIV,NLD,17206939.26,2020,Export,Africa,Europe / CIS
CIV,NOR,70470.11,2020,Export,Africa,Europe / CIS
CIV,PRT,12396.64,2020,Export,Africa,Europe / CIS
CIV,QAT,32751.49,2020,Export,Africa,Middle East
CIV,SEN,440235.68,2020,Export,Africa,Africa
CIV,SGP,26624844.43,2020,Export,Africa,Asia / Pacific
CIV,TCD,2610.17,2020,Export,Africa,Africa
CIV,TGO,105678546.96,2020,Export,Africa,Africa
CIV,TUR,18131.45,2020,Export,Africa,Asia / Pacific
CIV,USA,5332.94,2020,Export,Africa,Americas
CIV,ZAF,27912826.13,2020,Export,Africa,Africa
CMR,AGO,26959.05,2020,Export,Africa,Africa
CMR,BDI,369.4,2020,Export,Africa,Africa
CMR,BFA,795.76,2020,Export,Africa,Africa
CMR,CAF,550632.41,2020,Export,Africa,Africa
CMR,CAN,99780608.31,2020,Export,Africa,Americas
CMR,CHN,566328886.83,2020,Export,Africa,Asia / Pacific
CMR,COD,35334.45,2020,Export,Africa,Africa
CMR,COG,42677.17,2020,Export,Africa,Africa
CMR,ESP,175279062.39,2020,Export,Africa,Europe / CIS
CMR,FRA,499.83,2020,Export,Africa,Europe / CIS
CMR,GAB,55032.92,2020,Export,Africa,Africa
CMR,GHA,40268.81,2020,Export,Africa,Africa
CMR,GNQ,5593.74,2020,Export,Africa,Africa
CMR,IND,120707119.52,2020,Export,Africa,Asia / Pacific
CMR,ITA,192445596.25,2020,Export,Africa,Europe / CIS
CMR,KOR,57956121.87,2020,Export,Africa,Asia / Pacific
CMR,KWT,24936763.45,2020,Export,Africa,Middle East
CMR,MAR,26585.18,2020,Export,Africa,Africa
CMR,NGA,52415.11,2020,Export,Africa,Africa
CMR,NLD,113.27,2020,Export,Africa,Europe / CIS
CMR,NOR,54123357.61,2020,Export,Africa,Europe / CIS
CMR,NZL,34027488.42,2020,Export,Africa,Asia / Pacific
CMR,PAK,11728832.48,2020,Export,Africa,Asia / Pacific
CMR,PRT,3430.23,2020,Export,Africa,Europe / CIS
CMR,SGP,18324984.92,2020,Export,Africa,Asia / Pacific
CMR,TCD,1100499.89,2020,Export,Africa,Africa
CMR,TGO,13976.8,2020,Export,Africa,Africa
CMR,THA,10085988.78,2020,Export,Africa,Asia / Pacific
CMR,TUN,1.74,2020,Export,Africa,Africa
CMR,TUR,25890665.19,2020,Export,Africa,Asia / Pacific
CMR,USA,29593785.18,2020,Export,Africa,Americas
COD,AGO,4460.499,2020,Export,Africa,Africa
COD,BDI,10602.98,2020,Export,Africa,Africa
COD,CAF,41011206.986,2020,Export,Africa,Africa
COD,CIV,31015.83,2020,Export,Africa,Africa
COD,COG,21097039.029,2020,Export,Africa,Africa
COD,ETH,2848.425,2020,Export,Africa,Africa
COD,FRA,323470.647,2020,Export,Africa,Europe / CIS
COD,IND,1788305.867,2020,Export,Africa,Asia / Pacific
COD,LBR,120300.14,2020,Export,Africa,Africa
COD,NLD,395721.488,2020,Export,Africa,Europe / CIS
COD,RWA,5839.871,2020,Export,Africa,Africa
COD,TGO,10275286.371,2020,Export,Africa,Africa
COD,UGA,140951.666,2020,Export,Africa,Africa
COD,ZAF,1182233.767,2020,Export,Africa,Africa
COD,ZMB,85333.872,2020,Export,Africa,Africa
COG,AUS,13976599.05,2020,Export,Africa,Asia / Pacific
COG,CAF,11972.87,2020,Export,Africa,Africa
COG,CHN,2879278108.64,2020,Export,Africa,Asia / Pacific
COG,CMR,19329862.25,2020,Export,Africa,Africa
COG,COD,35232.13,2020,Export,Africa,Africa
COG,ESP,75342645.48,2020,Export,Africa,Europe / CIS
COG,GAB,8213217.79,2020,Export,Africa,Africa
COG,GBR,67732609.24,2020,Export,Africa,Europe / CIS
COG,GNQ,2781.12,2020,Export,Africa,Africa
COG,IND,112157303.3,2020,Export,Africa,Asia / Pacific
COG,ITA,14628412.41,2020,Export,Africa,Europe / CIS
COG,KOR,5969747.79,2020,Export,Africa,Asia / Pacific
COG,MYS,14986511.39,2020,Export,Africa,Asia / Pacific
COG,NLD,22882115.61,2020,Export,Africa,Europe / CIS
COG,PER,107082909.33,2020,Export,Africa,Americas
COG,PRT,73473818.46,2020,Export,Africa,Europe / CIS
COG,SGP,23715451.94,2020,Export,Africa,Asia / Pacific
COG,TGO,92238880.39,2020,Export,Africa,Africa
COG,THA,12593642.2,2020,Export,Africa,Asia / Pacific
COG,TUR,1750183.28,2020,Export,Africa,Asia / Pacific
COG,USA,129907127.78,2020,Export,Africa,Americas
COL,ARE,224.55,2020,Export,Americas,Middle East
COL,ARG,25829641.17,2020,Export,Americas,Americas
COL,AUS,2606.0,2020,Export,Americas,Asia / Pacific
COL,BEL,14359581.89,2020,Export,Americas,Europe / CIS
COL,BOL,3201296.87,2020,Export,Americas,Americas
COL,BRA,466809098.6,2020,Export,Americas,Americas
COL,CAN,104664465.99,2020,Export,Americas,Americas
COL,CHE,11617980.35,2020,Export,Americas,Europe / CIS
COL,CHL,310097083.84,2020,Export,Americas,Americas
COL,CHN,2312793906.56,2020,Export,Americas,Asia / Pacific
COL,CIV,58945072.0,2020,Export,Americas,Africa
COL,DEU,65796238.53,2020,Export,Americas,Europe / CIS
COL,ECU,214419163.39,2020,Export,Americas,Americas
COL,EGY,20030.74,2020,Export,Americas,Africa
COL,ESP,179367710.16,2020,Export,Americas,Europe / CIS
COL,FIN,17674133.09,2020,Export,Americas,Europe / CIS
COL,FRA,31576172.83,2020,Export,Americas,Europe / CIS
COL,GAB,15495004.65,2020,Export,Americas,Africa
COL,GBR,65508454.79,2020,Export,Americas,Europe / CIS
COL,HKG,393.62,2020,Export,Americas,Asia / Pacific
COL,HRV,663.84,2020,Export,Americas,Europe / CIS
COL,IND,692991319.51,2020,Export,Americas,Asia / Pacific
COL,IRL,183735.54,2020,Export,Americas,Europe / CIS
COL,ISR,269460808.27,2020,Export,Americas,Middle East
COL,ITA,22603705.66,2020,Export,Americas,Europe / CIS
COL,JPN,75418876.21,2020,Export,Americas,Asia / Pacific
COL,KAZ,1177.46,2020,Export,Americas,Asia / Pacific
COL,KOR,326313870.3,2020,Export,Americas,Asia / Pacific
COL,LBN,11975.6,2020,Export,Americas,Middle East
COL,LBY,8997.45,2020,Export,Americas,Africa
COL,MAR,6624855.34,2020,Export,Americas,Africa
COL,MEX,418575036.04,2020,Export,Americas,Americas
COL,MNG,160.78,2020,Export,Americas,Asia / Pacific
COL,MYS,14241664.9,2020,Export,Americas,Asia / Pacific
COL,NLD,248138935.95,2020,Export,Americas,Europe / CIS
COL,NOR,7844665.71,2020,Export,Americas,Europe / CIS
COL,PER,26317354.5,2020,Export,Americas,Americas
COL,POL,41742861.4,2020,Export,Americas,Europe / CIS
COL,PRT,17047878.25,2020,Export,Americas,Europe / CIS
COL,QAT,35.95,2020,Export,Americas,Middle East
COL,SAU,60850.4,2020,Export,Americas,Middle East
COL,SGP,10652500.95,2020,Export,Americas,Asia / Pacific
COL,SWE,9481217.72,2020,Export,Americas,Europe / CIS
COL,THA,6966515.04,2020,Export,Americas,Asia / Pacific
COL,TTO,27233195.77,2020,Export,Americas,Americas
COL,TUR,872253186.27,2020,Export,Americas,Asia / Pacific
COL,UKR,13633617.32,2020,Export,Americas,Europe / CIS
COL,USA,3977551976.78,2020,Export,Americas,Americas
COL,VEN,6741616.56,2020,Export,Americas,Americas
CZE,ARE,7131495.0,2020,Export,Europe / CIS,Middle East
CZE,ARG,28331.0,2020,Export,Europe / CIS,Americas
CZE,AUS,31760.0,2020,Export,Europe / CIS,Asia / Pacific
CZE,AUT,90884543.0,2020,Export,Europe / CIS,Europe / CIS
CZE,AZE,19581.0,2020,Export,Europe / CIS,Europe / CIS
CZE,BEL,1311449.0,2020,Export,Europe / CIS,Europe / CIS
CZE,BFA,66533.0,2020,Export,Europe / CIS,Africa
CZE,BGR,2406855.0,2020,Export,Europe / CIS,Europe / CIS
CZE,BHR,288.0,2020,Export,Europe / CIS,Middle East
CZE,BLR,1147159.0,2020,Export,Europe / CIS,Europe / CIS
CZE,BRA,38508.0,2020,Export,Europe / CIS,Americas
CZE,CAN,6962.0,2020,Export,Europe / CIS,Americas
CZE,CHE,19209714.0,2020,Export,Europe / CIS,Europe / CIS
CZE,CHL,65.0,2020,Export,Europe / CIS,Americas
CZE,CHN,4355779.0,2020,Export,Europe / CIS,Asia / Pacific
CZE,CIV,101.0,2020,Export,Europe / CIS,Africa
CZE,COL,3776.0,2020,Export,Europe / CIS,Americas
CZE,DEU,611798595.0,2020,Export,Europe / CIS,Europe / CIS
CZE,DNK,3859065.0,2020,Export,Europe / CIS,Europe / CIS
CZE,DZA,83078.0,2020,Export,Europe / CIS,Africa
CZE,ECU,173.0,2020,Export,Europe / CIS,Americas
CZE,EGY,347558.0,2020,Export,Europe / CIS,Africa
CZE,ESP,3121468.0,2020,Export,Europe / CIS,Europe / CIS
CZE,EST,580342.0,2020,Export,Europe / CIS,Europe / CIS
CZE,ETH,14.0,2020,Export,Europe / CIS,Africa
CZE,FIN,2111967.0,2020,Export,Europe / CIS,Europe / CIS
CZE,FRA,10840065.0,2020,Export,Europe / CIS,Europe / CIS
CZE,GBR,30821018.0,2020,Export,Europe / CIS,Europe / CIS
CZE,GRC,91056.0,2020,Export,Europe / CIS,Europe / CIS
CZE,HKG,29597.0,2020,Export,Europe / CIS,Asia / Pacific
CZE,HRV,2496159.0,2020,Export,Europe / CIS,Europe / CIS
CZE,HUN,108072105.0,2020,Export,Europe / CIS,Europe / CIS
CZE,IDN,5031.0,2020,Export,Europe / CIS,Asia / Pacific
CZE,IND,507875.0,2020,Export,Europe / CIS,Asia / Pacific
CZE,IRL,10200.0,2020,Export,Europe / CIS,Europe / CIS
CZE,IRQ,113559.0,2020,Export,Europe / CIS,Middle East
CZE,ISR,171680.0,2020,Export,Europe / CIS,Middle East
CZE,ITA,4427097.0,2020,Export,Europe / CIS,Europe / CIS
CZE,JOR,20472.0,2020,Export,Europe / CIS,Middle East
CZE,JPN,121585.0,2020,Export,Europe / CIS,Asia / Pacific
CZE,KAZ,79852.0,2020,Export,Europe / CIS,Asia / Pacific
CZE,KEN,170.0,2020,Export,Europe / CIS,Africa
CZE,KHM,117.0,2020,Export,Europe / CIS,Asia / Pacific
CZE,KOR,1696169.0,2020,Export,Europe / CIS,Asia / Pacific
CZE,LAO,2884.0,2020,Export,Europe / CIS,Asia / Pacific
CZE,LBN,26.0,2020,Export,Europe / CIS,Middle East
CZE,LKA,2903.0,2020,Export,Europe / CIS,Asia / Pacific
CZE,LTU,5753296.0,2020,Export,Europe / CIS,Europe / CIS
CZE,LVA,711107.0,2020,Export,Europe / CIS,Europe / CIS
CZE,MAR,159999.0,2020,Export,Europe / CIS,Africa
CZE,MEX,17638.0,2020,Export,Europe / CIS,Americas
CZE,MLI,94020.0,2020,Export,Europe / CIS,Africa
CZE,MNG,259.0,2020,Export,Europe / CIS,Asia / Pacific
CZE,MYS,4686.0,2020,Export,Europe / CIS,Asia / Pacific
CZE,NAM,1363.0,2020,Export,Europe / CIS,Africa
CZE,NER,3540.0,2020,Export,Europe / CIS,Africa
CZE,NGA,47640.0,2020,Export,Europe / CIS,Africa
CZE,NLD,12470711.0,2020,Export,Europe / CIS,Europe / CIS
CZE,NOR,120678.0,2020,Export,Europe / CIS,Europe / CIS
CZE,NZL,12043.0,2020,Export,Europe / CIS,Asia / Pacific
CZE,OMN,11578.0,2020,Export,Europe / CIS,Middle East
CZE,PAK,1298.0,2020,Export,Europe / CIS,Asia / Pacific
CZE,POL,211892266.0,2020,Export,Europe / CIS,Europe / CIS
CZE,PRT,488656.0,2020,Export,Europe / CIS,Europe / CIS
CZE,QAT,10303.0,2020,Export,Europe / CIS,Middle East
CZE,ROU,11416116.0,2020,Export,Europe / CIS,Europe / CIS
CZE,RUS,4742003.0,2020,Export,Europe / CIS,Europe / CIS
CZE,SAU,18528.0,2020,Export,Europe / CIS,Middle East
CZE,SDN,408.0,2020,Export,Europe / CIS,Africa
CZE,SEN,120.0,2020,Export,Europe / CIS,Africa
CZE,SGP,72146.0,2020,Export,Europe / CIS,Asia / Pacific
CZE,SRB,41398228.0,2020,Export,Europe / CIS,Europe / CIS
CZE,SVK,1033610457.0,2020,Export,Europe / CIS,Europe / CIS
CZE,SVN,11653458.0,2020,Export,Europe / CIS,Europe / CIS
CZE,SWE,4284827.0,2020,Export,Europe / CIS,Europe / CIS
CZE,THA,47389.0,2020,Export,Europe / CIS,Asia / Pacific
CZE,TUN,6297.0,2020,Export,Europe / CIS,Africa
CZE,TUR,10502316.0,2020,Export,Europe / CIS,Asia / Pacific
CZE,TZA,442.0,2020,Export,Europe / CIS,Africa
CZE,UGA,66.0,2020,Export,Europe / CIS,Africa
CZE,UKR,10986367.0,2020,Export,Europe / CIS,Europe / CIS
CZE,USA,14747697.0,2020,Export,Europe / CIS,Americas
CZE,VNM,607.0,2020,Export,Europe / CIS,Asia / Pacific
CZE,ZAF,4113.0,2020,Export,Europe / CIS,Africa
DEU,AGO,410779.99,2020,Export,Europe / CIS,Africa
DEU,ARE,20285214.297,2020,Export,Europe / CIS,Middle East
DEU,ARG,6469626.207,2020,Export,Europe / CIS,Americas
DEU,AUS,22243820.453,2020,Export,Europe / CIS,Asia / Pacific
DEU,AUT,2883261979.13,2020,Export,Europe / CIS,Europe / CIS
DEU,AZE,8792732.904,2020,Export,Europe / CIS,Europe / CIS
DEU,BEL,1004071400.644,2020,Export,Europe / CIS,Europe / CIS
DEU,BFA,517080.833,2020,Export,Europe / CIS,Africa
DEU,BGD,1640680.048,2020,Export,Europe / CIS,Asia / Pacific
DEU,BGR,16188806.751,2020,Export,Europe / CIS,Europe / CIS
DEU,BLR,20052824.622,2020,Export,Europe / CIS,Europe / CIS
DEU,BOL,670878.795,2020,Export,Europe / CIS,Americas
DEU,BRA,24894985.64,2020,Export,Europe / CIS,Americas
DEU,BRN,1088375.977,2020,Export,Europe / CIS,Asia / Pacific
DEU,CAN,29652704.414,2020,Export,Europe / CIS,Americas
DEU,CHE,2230864198.04,2020,Export,Europe / CIS,Europe / CIS
DEU,CHL,14694189.89,2020,Export,Europe / CIS,Americas
DEU,CHN,240460374.682,2020,Export,Europe / CIS,Asia / Pacific
DEU,CIV,7801763.636,2020,Export,Europe / CIS,Africa
DEU,CMR,805087.712,2020,Export,Europe / CIS,Africa
DEU,COD,699999.965,2020,Export,Europe / CIS,Africa
DEU,COL,6350714.194,2020,Export,Europe / CIS,Americas
DEU,CZE,1353338998.776,2020,Export,Europe / CIS,Europe / CIS
DEU,DNK,289705305.605,2020,Export,Europe / CIS,Europe / CIS
DEU,DZA,8458069.27,2020,Export,Europe / CIS,Africa
DEU,ECU,3452759.959,2020,Export,Europe / CIS,Americas
DEU,EGY,12312994.064,2020,Export,Europe / CIS,Africa
DEU,ESP,193123281.667,2020,Export,Europe / CIS,Europe / CIS
DEU,EST,17958042.985,2020,Export,Europe / CIS,Europe / CIS
DEU,ETH,346386.419,2020,Export,Europe / CIS,Africa
DEU,FIN,71251124.005,2020,Export,Europe / CIS,Europe / CIS
DEU,FRA,1070838436.249,2020,Export,Europe / CIS,Europe / CIS
DEU,GAB,361091.066,2020,Export,Europe / CIS,Africa
DEU,GBR,302991003.892,2020,Export,Europe / CIS,Europe / CIS
DEU,GHA,3951550.595,2020,Export,Europe / CIS,Africa
DEU,GRC,24578769.987,2020,Export,Europe / CIS,Europe / CIS
DEU,HKG,7185222.633,2020,Export,Europe / CIS,Asia / Pacific
DEU,HRV,14200893.06,2020,Export,Europe / CIS,Europe / CIS
DEU,HUN,103625205.694,2020,Export,Europe / CIS,Europe / CIS
DEU,IDN,5029533.504,2020,Export,Europe / CIS,Asia / Pacific
DEU,IND,29809438.503,2020,Export,Europe / CIS,Asia / Pacific
DEU,IRL,21861170.346,2020,Export,Europe / CIS,Europe / CIS
DEU,IRN,2044335.814,2020,Export,Europe / CIS,Middle East
DEU,IRQ,23038142.364,2020,Export,Europe / CIS,Middle East
DEU,ISR,18733482.442,2020,Export,Europe / CIS,Middle East
DEU,ITA,187547294.623,2020,Export,Europe / CIS,Europe / CIS
DEU,JOR,9755006.329,2020,Export,Europe / CIS,Middle East
DEU,JPN,16499602.917,2020,Export,Europe / CIS,Asia / Pacific
DEU,KAZ,18303083.679,2020,Export,Europe / CIS,Asia / Pacific
DEU,KEN,1469225.305,2020,Export,Europe / CIS,Africa
DEU,KHM,832808.275,2020,Export,Europe / CIS,Asia / Pacific
DEU,KOR,45570557.378,2020,Export,Europe / CIS,Asia / Pacific
DEU,KWT,3616921.262,2020,Export,Europe / CIS,Middle East
DEU,LBN,3854242.213,2020,Export,Europe / CIS,Middle East
DEU,LBR,22804.151,2020,Export,Europe / CIS,Africa
DEU,LBY,12838220.135,2020,Export,Europe / CIS,Africa
DEU,LKA,433964.877,2020,Export,Europe / CIS,Asia / Pacific
DEU,LTU,22529796.738,2020,Export,Europe / CIS,Europe / CIS
DEU,LVA,10988315.862,2020,Export,Europe / CIS,Europe / CIS
DEU,MAR,15137199.823,2020,Export,Europe / CIS,Africa
DEU,MEX,20651540.771,2020,Export,Europe / CIS,Americas
DEU,MLI,177202.373,2020,Export,Europe / CIS,Africa
DEU,MMR,2040762.84,2020,Export,Europe / CIS,Asia / Pacific
DEU,MNG,6481119.179,2020,Export,Europe / CIS,Asia / Pacific
DEU,MRT,535627.142,2020,Export,Europe / CIS,Africa
DEU,MYS,17214376.13,2020,Export,Europe / CIS,Asia / Pacific
DEU,NAM,112567.554,2020,Export,Europe / CIS,Africa
DEU,NGA,16061560.847,2020,Export,Europe / CIS,Africa
DEU,NLD,3011499406.997,2020,Export,Europe / CIS,Europe / CIS
DEU,NOR,58305751.23,2020,Export,Europe / CIS,Europe / CIS
DEU,NPL,70659.139,2020,Export,Europe / CIS,Asia / Pacific
DEU,NZL,3781738.848,2020,Export,Europe / CIS,Asia / Pacific
DEU,OMN,1993693.334,2020,Export,Europe / CIS,Middle East
DEU,PAK,3888184.897,2020,Export,Europe / CIS,Asia / Pacific
DEU,PER,6012506.17,2020,Export,Europe / CIS,Americas
DEU,PHL,1640345.046,2020,Export,Europe / CIS,Asia / Pacific
DEU,POL,1523990505.377,2020,Export,Europe / CIS,Europe / CIS
DEU,PRT,17186813.349,2020,Export,Europe / CIS,Europe / CIS
DEU,PSE,1153515.014,2020,Export,Europe / CIS,Middle East
DEU,QAT,5936003.36,2020,Export,Europe / CIS,Middle East
DEU,ROU,69454279.257,2020,Export,Europe / CIS,Europe / CIS
DEU,RUS,135230456.499,2020,Export,Europe / CIS,Europe / CIS
DEU,RWA,802.633,2020,Export,Europe / CIS,Africa
DEU,SAU,10097128.046,2020,Export,Europe / CIS,Middle East
DEU,SDN,24030.967,2020,Export,Europe / CIS,Africa
DEU,SEN,1594915.108,2020,Export,Europe / CIS,Africa
DEU,SGP,16023515.817,2020,Export,Europe / CIS,Asia / Pacific
DEU,SRB,16501790.149,2020,Export,Europe / CIS,Europe / CIS
DEU,SVK,79455477.803,2020,Export,Europe / CIS,Europe / CIS
DEU,SVN,36089754.242,2020,Export,Europe / CIS,Europe / CIS
DEU,SWE,226713210.478,2020,Export,Europe / CIS,Europe / CIS
DEU,SYR,509227.15,2020,Export,Europe / CIS,Middle East
DEU,TGO,1392082.219,2020,Export,Europe / CIS,Africa
DEU,THA,12960441.008,2020,Export,Europe / CIS,Asia / Pacific
DEU,TTO,570186.093,2020,Export,Europe / CIS,Americas
DEU,TUN,5592325.541,2020,Export,Europe / CIS,Africa
DEU,TUR,69196852.465,2020,Export,Europe / CIS,Asia / Pacific
DEU,TZA,147278.57,2020,Export,Europe / CIS,Africa
DEU,UGA,543666.049,2020,Export,Europe / CIS,Africa
DEU,UKR,70174044.343,2020,Export,Europe / CIS,Europe / CIS
DEU,USA,124411962.674,2020,Export,Europe / CIS,Americas
DEU,VEN,262278.034,2020,Export,Europe / CIS,Americas
DEU,VNM,5544686.647,2020,Export,Europe / CIS,Asia / Pacific
DEU,YEM,5349692.578,2020,Export,Europe / CIS,Middle East
DEU,ZAF,33451824.495,2020,Export,Europe / CIS,Africa
DEU,ZMB,109361.596,2020,Export,Europe / CIS,Africa
DNK,AGO,25223.81,2020,Export,Europe / CIS,Africa
DNK,ARE,38777840.747,2020,Export,Europe / CIS,Middle East
DNK,ARG,21746.055,2020,Export,Europe / CIS,Americas
DNK,AUS,161015.67,2020,Export,Europe / CIS,Asia / Pacific
DNK,AUT,45607.317,2020,Export,Europe / CIS,Europe / CIS
DNK,BEL,43776873.124,2020,Export,Europe / CIS,Europe / CIS
DNK,BGR,41707.529,2020,Export,Europe / CIS,Europe / CIS
DNK,BRA,139048.74,2020,Export,Europe / CIS,Americas
DNK,CAN,4343266.972,2020,Export,Europe / CIS,Americas
DNK,CHE,115121.445,2020,Export,Europe / CIS,Europe / CIS
DNK,CHL,193408.986,2020,Export,Europe / CIS,Americas
DNK,CHN,8764025.112,2020,Export,Europe / CIS,Asia / Pacific
DNK,CIV,334.905,2020,Export,Europe / CIS,Africa
DNK,COD,2306.275,2020,Export,Europe / CIS,Africa
DNK,COG,6769.332,2020,Export,Europe / CIS,Africa
DNK,COL,349.426,2020,Export,Europe / CIS,Americas
DNK,CZE,398178.76,2020,Export,Europe / CIS,Europe / CIS
DNK,DEU,195552276.969,2020,Export,Europe / CIS,Europe / CIS
DNK,EGY,19918.063,2020,Export,Europe / CIS,Africa
DNK,ESP,20963299.323,2020,Export,Europe / CIS,Europe / CIS
DNK,EST,48808.71,2020,Export,Europe / CIS,Europe / CIS
DNK,ETH,1552.853,2020,Export,Europe / CIS,Africa
DNK,FIN,69595932.551,2020,Export,Europe / CIS,Europe / CIS
DNK,FRA,7144259.339,2020,Export,Europe / CIS,Europe / CIS
DNK,GAB,5237.115,2020,Export,Europe / CIS,Africa
DNK,GBR,143338025.528,2020,Export,Europe / CIS,Europe / CIS
DNK,GHA,35882.382,2020,Export,Europe / CIS,Africa
DNK,GRC,9598354.999,2020,Export,Europe / CIS,Europe / CIS
DNK,HKG,11237.281,2020,Export,Europe / CIS,Asia / Pacific
DNK,HRV,2678.324,2020,Export,Europe / CIS,Europe / CIS
DNK,HUN,24261.894,2020,Export,Europe / CIS,Europe / CIS
DNK,IND,165426.146,2020,Export,Europe / CIS,Asia / Pacific
DNK,IRL,3833493.129,2020,Export,Europe / CIS,Europe / CIS
DNK,IRN,146409.926,2020,Export,Europe / CIS,Middle East
DNK,ISR,1481814.684,2020,Export,Europe / CIS,Middle East
DNK,ITA,193998.701,2020,Export,Europe / CIS,Europe / CIS
DNK,JOR,4451.899,2020,Export,Europe / CIS,Middle East
DNK,JPN,219813.906,2020,Export,Europe / CIS,Asia / Pacific
DNK,KEN,5044.059,2020,Export,Europe / CIS,Africa
DNK,KHM,360.126,2020,Export,Europe / CIS,Asia / Pacific
DNK,KOR,46369.757,2020,Export,Europe / CIS,Asia / Pacific
DNK,LKA,6572.914,2020,Export,Europe / CIS,Asia / Pacific
DNK,LTU,303231.411,2020,Export,Europe / CIS,Europe / CIS
DNK,LVA,171496.319,2020,Export,Europe / CIS,Europe / CIS
DNK,MAR,10409.724,2020,Export,Europe / CIS,Africa
DNK,MEX,195638.528,2020,Export,Europe / CIS,Americas
